original_path,archived_path,compatibility_score,raw_classification,classification,secret_risk,target_layer,target_stage,micro_pyramid_band,required_adaptation,estimated_effort,risk_level,recommended_action,blocked,block_reason
client/src/pages/admin/RiskControlCenter.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/RiskControlCenter.tsx,0.43,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/cinema4d-character.test.ts,archive/legacy-codebase/20260529-1150/source/tests/cinema4d-character.test.ts,0.428,reference_only,reference_only,P2,cross_cutting,cross_cutting_signal_culture,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/preview-studio-archive-retention.test.ts,archive/legacy-codebase/20260529-1150/source/tests/preview-studio-archive-retention.test.ts,0.428,reference_only,reference_only,P2,cross_cutting,cross_cutting_signal_culture,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/routes.ts,archive/legacy-codebase/20260529-1150/source/server/routes.ts,0.428,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,reputation_gluon,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
tests/admin-permission-auth-order.test.ts,archive/legacy-codebase/20260529-1150/source/tests/admin-permission-auth-order.test.ts,0.428,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
tests/audience-connector-rotation-notifier.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-connector-rotation-notifier.test.ts,0.428,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,community,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/audience-connector-secrets.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-connector-secrets.test.ts,0.428,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/e2e/coverage-create-view-from-gap.spec.ts,archive/legacy-codebase/20260529-1150/source/tests/e2e/coverage-create-view-from-gap.spec.ts,0.428,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,community,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/neural-newsroom.test.ts,archive/legacy-codebase/20260529-1150/source/tests/neural-newsroom.test.ts,0.428,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
apps/mougle-studio-pro/src/studioProCore.ts,archive/legacy-codebase/20260529-1150/source/apps/mougle-studio-pro/src/studioProCore.ts,0.423,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,professional_business,rewrite implementation using concept only,medium,P3,use as reference only,False,
scripts/run-test-suite.cjs,archive/legacy-codebase/20260529-1150/source/scripts/run-test-suite.cjs,0.407,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/policies/council-package-policy.ts,archive/legacy-codebase/20260529-1150/source/server/policies/council-package-policy.ts,0.405,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/admin-identity-resolver-cache.test.ts,archive/legacy-codebase/20260529-1150/source/tests/admin-identity-resolver-cache.test.ts,0.405,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-env-fallback-override.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-env-fallback-override.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-gateway-event-backfill.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-gateway-event-backfill.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-gateway-event-log.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-gateway-event-log.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-safety-threshold-weakened-task676.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-safety-threshold-weakened-task676.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/e2e/admin-dashboard-command-center.spec.ts,archive/legacy-codebase/20260529-1150/source/tests/e2e/admin-dashboard-command-center.spec.ts,0.405,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/e2e/production-house-csrf.spec.ts,archive/legacy-codebase/20260529-1150/source/tests/e2e/production-house-csrf.spec.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/e2e/production-house-wiring.spec.ts,archive/legacy-codebase/20260529-1150/source/tests/e2e/production-house-wiring.spec.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/omni-channel-audience-export-route.test.ts,archive/legacy-codebase/20260529-1150/source/tests/omni-channel-audience-export-route.test.ts,0.405,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/production-asset-delete-archived.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-delete-archived.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-flapping-config-history.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-flapping-config-history.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-bulk-reconcile.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-bulk-reconcile.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-relink-new-key.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-relink-new-key.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-sweep-flapping-config-history-actor-stats.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-flapping-config-history-actor-stats.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-sweep-flapping-config-history-csv.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-flapping-config-history-csv.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-sweep-flapping-digest.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-flapping-digest.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-sweep-threshold-history-csv.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-threshold-history-csv.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/production-asset-orphan-sweep-threshold-history-filters.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-threshold-history-filters.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/r7b-e2e-cleanup-preview-eligibility.test.ts,archive/legacy-codebase/20260529-1150/source/tests/r7b-e2e-cleanup-preview-eligibility.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/safety/omni-channel-audience-persistence-db.test.ts,archive/legacy-codebase/20260529-1150/source/tests/safety/omni-channel-audience-persistence-db.test.ts,0.405,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-audit-email-digest-backlog-trend.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-email-digest-backlog-trend.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-email-failure-alert.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-email-failure-alert.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-email-run-now.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-email-run-now.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-email-scheduler.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-email-scheduler.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-export-notifier.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-export-notifier.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-history-email-failure-alert.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-history-email-failure-alert.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-history-email-scheduler.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-history-email-scheduler.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-audit-history-email-stale-alert.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-history-email-stale-alert.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audit-email-failure-alert-snooze-expiry-reminder.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audit-email-failure-alert-snooze-expiry-reminder.test.ts,0.405,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/mougle-studio-pro.test.tsx,archive/legacy-codebase/20260529-1150/source/tests/mougle-studio-pro.test.tsx,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-flapping-alert-overlay-daily-stats-sync.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-flapping-alert-overlay-daily-stats-sync.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-orphan-backlog-alert-dedup.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-backlog-alert-dedup.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-orphan-flapping-retention.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-flapping-retention.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-orphan-sweep-flapping-alert-daily-stats.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-flapping-alert-daily-stats.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-orphan-sweep-flapping-config-history.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-flapping-config-history.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-orphan-sweep-flapping-daily-stats.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-flapping-daily-stats.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-orphan-sweep-threshold-changes-retention.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-orphan-sweep-threshold-changes-retention.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
tests/production-asset-storage.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-asset-storage.test.ts,0.405,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
client/src/components/billing/PaywallModal.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/billing/PaywallModal.tsx,0.405,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/services/ai-cfo-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/ai-cfo-service.ts,0.405,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/civilization-stability-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/civilization-stability-service.ts,0.405,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/gluon-value-index-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/gluon-value-index-service.ts,0.405,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,reputation_gluon,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/hybrid-network.ts,archive/legacy-codebase/20260529-1150/source/server/services/hybrid-network.ts,0.405,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,reputation_gluon,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/psychology-monetization-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/psychology-monetization-service.ts,0.405,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/team-orchestration-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/team-orchestration-service.ts,0.405,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,reputation_gluon,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
tests/audience-retention-failure-alert.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-retention-failure-alert.test.ts,0.405,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/audience-retention.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-retention.test.ts,0.405,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/safety/anchor-director.test.ts,archive/legacy-codebase/20260529-1150/source/tests/safety/anchor-director.test.ts,0.405,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/safety/base.test.ts,archive/legacy-codebase/20260529-1150/source/tests/safety/base.test.ts,0.405,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/safety/broll-resolver.test.ts,archive/legacy-codebase/20260529-1150/source/tests/safety/broll-resolver.test.ts,0.405,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
docs/reports/R6_VIRTUAL_SET_PREVIEW_DESIGN_REPORT.md,archive/legacy-codebase/20260529-1150/source/docs/reports/R6_VIRTUAL_SET_PREVIEW_DESIGN_REPORT.md,0.402,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
client/src/studio3d/PerlinNoise.ts,archive/legacy-codebase/20260529-1150/source/client/src/studio3d/PerlinNoise.ts,0.4,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/models/council-policy.ts,archive/legacy-codebase/20260529-1150/source/shared/models/council-policy.ts,0.4,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
shared/safety-types.ts,archive/legacy-codebase/20260529-1150/source/shared/safety-types.ts,0.4,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AgentAppStore.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AgentAppStore.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AgentBuilder.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AgentBuilder.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AgentCreationWizard.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AgentCreationWizard.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AgentDetail.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AgentDetail.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AgentPortal.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AgentPortal.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AgentSkillTree.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AgentSkillTree.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/admin/AgentCostAnalytics.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/AgentCostAnalytics.tsx,0.393,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/admin/ExternalAgents.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/ExternalAgents.tsx,0.393,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/production-house-admin-api.test.ts,archive/legacy-codebase/20260529-1150/source/tests/production-house-admin-api.test.ts,0.39,adapt_candidate,reference_only,P2,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/r10-r3f-3d-4d-runtime-routes.test.ts,archive/legacy-codebase/20260529-1150/source/tests/r10-r3f-3d-4d-runtime-routes.test.ts,0.39,adapt_candidate,reference_only,P2,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
server/services/platform-flywheel-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/platform-flywheel-service.ts,0.39,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/storage.ts,archive/legacy-codebase/20260529-1150/source/server/storage.ts,0.39,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/production-house/Package3DPreviewSection.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/production-house/Package3DPreviewSection.tsx,0.38,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
client/src/pages/admin/PreviewStudioHero.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/PreviewStudioHero.tsx,0.38,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
client/src/pages/admin/VirtualSetPreview.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/VirtualSetPreview.tsx,0.38,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
client/src/pages/admin/OmniChannelAudience.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/OmniChannelAudience.tsx,0.38,reference_only,reference_only,none,cross_cutting,cross_cutting_signal_culture,,rewrite implementation using concept only,low,P3,use as reference only,False,
apps/mougle-studio-pro/src/App.tsx,archive/legacy-codebase/20260529-1150/source/apps/mougle-studio-pro/src/App.tsx,0.38,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
client/src/pages/admin/PodcastScripts.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/PodcastScripts.tsx,0.38,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,debate_podcast,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/docs/DebatesOutcomes.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/docs/DebatesOutcomes.tsx,0.38,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,knowledge_contribution,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/AINewsArticle.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/AINewsArticle.tsx,0.38,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
tests/admin-dashboard-route-links.test.ts,archive/legacy-codebase/20260529-1150/source/tests/admin-dashboard-route-links.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/admin-download-auth.test.ts,archive/legacy-codebase/20260529-1150/source/tests/admin-download-auth.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-archive-browse-route.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-archive-browse-route.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-audit-email-failure-alert-snooze.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-email-failure-alert-snooze.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-audit-export-notifier-config-history.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-export-notifier-config-history.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-audit-export-row-cap.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-export-row-cap.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-audit-export-warn-threshold.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-export-warn-threshold.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-audit-history-email-filter-presets.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-audit-history-email-filter-presets.test.ts,0.367,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
tests/audience-gateway-event-connector-backfill-alert-snooze.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-gateway-event-connector-backfill-alert-snooze.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-gateway-event-connector-backfill.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-gateway-event-connector-backfill.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-history-export-filters.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-history-export-filters.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-legacy-token-kill-switch-notifier.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-legacy-token-kill-switch-notifier.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-restore-log-rate-threshold-history.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-restore-log-rate-threshold-history.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-restore-log-rate-weakening-history.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-restore-log-rate-weakening-history.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-retention-stale-rows-threshold-history.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-retention-stale-rows-threshold-history.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-retention-stale-trend.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-retention-stale-trend.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/audience-trend-copy-link.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-trend-copy-link.test.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/e2e/mougle-v1-1-smoke.spec.ts,archive/legacy-codebase/20260529-1150/source/tests/e2e/mougle-v1-1-smoke.spec.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/e2e/orphan-reconcile-flap-config-history-actor-stats-click-ui.spec.ts,archive/legacy-codebase/20260529-1150/source/tests/e2e/orphan-reconcile-flap-config-history-actor-stats-click-ui.spec.ts,0.367,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
